sampleID	plotID	name	day	month	year	time	weather	air_temp_c	notes	plot_name	expt_code	site_type	rep	plant	treatment	time_zone	latitude	longitude	altitude	site_name	city	state	country	soil_name	number_cores	SPNL_date	pH	lime_index	P_ppm	K_ppm	Ca_ppm	Mg_ppm	organic_matter	NO3N_ppm	NH4_ppm	soil_moisture_percent	soil_temp_10cm	plant_name	LDMC_mg_per_g	nitrogen_percent	carbon_percent	carbon_per_nitrogen	height_mean_cm	mass_per_leaf_g	date_phenology_assessed	phenology_emergence	phenology_leaves_full_size	phenology_herbivore_damage	phenology_open_flowers	phenology_ripe_seeds	phenology_leaf_wilting	phenology_canopy_closed	phenology_senescence	phenology_full_leaf_loss	nucleic_acid_name	date_of_extraction	nucleic_acid_type	replicate_extraction	source	source_mass	extraction_method	elution_vol_ul	concentration_ng_per_ul	ratio_260_280	conc_ng_per_g_source	extracted_by	sequence_name	sequencing_date	conc_sent_ng_per_ul	sequencing_type	sequencing_facility	primers	submitted_for_sequencing	sequencing_successful	duplicate_submitted	dup_sequencing_name	exclude_from_analysis	sampling_date	time_numeric	date	precipitation	Air_temp_mean	air_temp_max	Air_Temp_Min	Air_Pressure	RH	AH	Wind_Speed_Mean	Wind_Direction_Mean	Solar_Radiation	PAR	soil_temp_5_cm_bare_avg	soil_temp_5_cm_sod_avg	Year
180	4	G5R4_MAIN_05JUN2017	5	6	2017	13:29	Cloudy	18.2	NA	G5R4_MAIN	BCSE	Agricultural	4	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_MAIN_05JUN2017	6	2017-12-07	6.5	74	26	146	765	165	2.2	2.2	9.2	7.4	21	G5R4_MAIN_05JUN2017	221	2.6476	44.4585	16.792	76.71	0.853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_MAIN_05JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	20.4		8160	Z Hansen	G5R4_MAIN_05JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
181	6	G5R1_NF_05JUN2017	5	6	2017	11:23	Partly cloudy	15.8	NA	G5R1_NF	BCSE	Agricultural	1	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_NF_05JUN2017	6	2017-12-07	6.4	73	16	70	1127	145	2.1	0.5	8.4	8.51	19.6	G5R1_NF_05JUN2017	219	2.1869	44.2515	20.2348	80.01	0.531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R1_NF_05JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	19.7		7880	Z Hansen	G5R1_NF_05JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
182	7	G5R2_NF_05JUN2017	5	6	2017	11:59	Sunny and clear	17.8	NA	G5R2_NF	BCSE	Agricultural	2	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_NF_05JUN2017	6	2017-12-07	6.3	74	16	97	785	131	2.1	0.3	10.1	8.38	19.4	G5R2_NF_05JUN2017	229	1.8721	44.464	23.7509	73.91	0.497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_NF_05JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	20.8		8320	Z Hansen	G5R2_NF_05JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
183	8	G5R3_NF_05JUN2017	5	6	2017	12:55	Sunny	20.7	NA	G5R3_NF	BCSE	Agricultural	3	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_NF_05JUN2017	6	2017-12-07	6.3	72	18	108	903	124	2.4	0.6	12.2	10.32	19	G5R3_NF_05JUN2017	215	2.0058	46.0588	22.9628	74.93	0.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_NF_05JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	23.2		9280	Z Hansen	G5R3_NF_05JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
184	9	G5R4_NF_05JUN2017	5	6	2017	13:17	 Cloudy	22.2	NA	G5R4_NF	BCSE	Agricultural	4	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_NF_05JUN2017	6	2017-12-07	6.5	75	23	109	794	136	2.2	0.6	9.5	7.83	21.6	G5R4_NF_05JUN2017	218	2.3402	44.5572	19.0399	68.58	0.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_NF_05JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	21.6		8640	Z Hansen	G5R4_NF_05JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
185	1	G5R1_MAIN_26JUN2017	26	6	2017	11:20	Partly cloudy	18.5	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_26JUN2017	6	2017-12-07	6.4	72	109	124	837	123	2.5	2	9.5	8.17	19	G5R1_MAIN_26JUN2017	281	2.001	45.0126	22.4951	119.38	0.875	6/22/17	t	f	f	NA	f	f	f	f	f	G5R1_MAIN_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	16.5		6600	Z Hansen	G5R1_MAIN_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
186	2	G5R2_MAIN_26JUN2017	26	6	2017	12:30	Partly cloudy	16.4	NA	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_26JUN2017	6	2017-12-07	6.2	74	21	97	765	123	2.2	0.6	8.8	6.63	19.7	G5R2_MAIN_26JUN2017	259	1.8459	44.8059	24.2732	116.84	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	21.6		8640	Z Hansen	G5R2_MAIN_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
187	3	G5R3_MAIN_26JUN2017	26	6	2017	13:11	Partly cloudy	16.5	NA	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_26JUN2017	6	2017-12-07	6.4	72	14	97	976	133	2.4	0.5	8.3	7.98	18.9	G5R3_MAIN_26JUN2017	285	2.029	45.3476	22.3497	120.65	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	23.2		9280	Z Hansen	G5R3_MAIN_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
188	4	G5R4_MAIN_26JUN2017	26	6	2017	13:45	Partly cloudy	23.5	NA	G5R4_MAIN	BCSE	Agricultural	4	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_MAIN_26JUN2017	6	2017-12-07	6.4	74	31	157	816	157	2.2	8.8	9.5	6.44	20.6	G5R4_MAIN_26JUN2017	282	2.0039	44.684	22.2985	105.41	0.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_MAIN_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	19.4		7760	Z Hansen	G5R4_MAIN_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
189	6	G5R1_NF_26JUN2017	26	6	2017	11:40	Partly cloudy	20.4	NA	G5R1_NF	BCSE	Agricultural	1	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_NF_26JUN2017	6	2017-12-07	6.5	73	22	102	940	152	2.3	0.6	10.8	10.48	19.3	G5R1_NF_26JUN2017	291	1.615	44.8145	27.7489	115.57	0.645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R1_NF_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	23.6		9440	Z Hansen	G5R1_NF_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
190	7	G5R2_NF_26JUN2017	26	6	2017	12:38	Partly cloudy	22.3	NA	G5R2_NF	BCSE	Agricultural	2	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_NF_26JUN2017	6	2017-12-07	6.4	74	18	103	848	132	2.2	0.5	8.2	8.85	21.4	G5R2_NF_26JUN2017	299	1.4449	45.0547	31.1819	97.79	0.585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_NF_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	18.7		7480	Z Hansen	G5R2_NF_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
191	8	G5R3_NF_26JUN2017	26	6	2017	13:20	Partly cloudy	16.4	NA	G5R3_NF	BCSE	Agricultural	3	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_NF_26JUN2017	6	2017-12-07	6.3	72	18	149	965	145	2.5	1	11.3	11.06	20.1	G5R3_NF_26JUN2017	289	1.5432	45.0481	29.1914	119.38	0.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_NF_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	20.4		8160	Z Hansen	G5R3_NF_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
192	9	G5R4_NF_26JUN2017	26	6	2017	13:54	Partly cloudy	22.6	NA	G5R4_NF	BCSE	Agricultural	4	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_NF_26JUN2017	6	2017-12-07	6.5	74	25	117	773	130	2.2	0.9	9	9.13	22.6	G5R4_NF_26JUN2017	293	1.5428	45.3614	29.402	101.6	0.542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_NF_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	21.8		8720	Z Hansen	G5R4_NF_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
193	1	G5R1_MAIN_17JUL2017	17	7	2017	11:10	Sunny and partly cloudy	26.4	Tassels emerging	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_17JUL2017	6	2017-12-07	6.7	75	22	60	806	103	2.1	2	8.7	9.5	21.1	G5R1_MAIN_17JUL2017	330	1.582	45.2977	28.6332	121.92	0.757	7/21/17	t	f	f	f	f	f	f	f	f	G5R1_MAIN_17JUL2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	13.1		5240	Z Hansen	G5R1_MAIN_17JUL2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-07-17	1500264000	17.07.17	0	20.3	28.8	14.6	984	78.32	1.74	1.68	130.9	285.22	407.89	26.1	23.2	2017
194	2	G5R2_MAIN_17JUL2017	17	7	2017	11:43	Sunny and partly cloudy	26.7	Tassels emerging	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_17JUL2017	6	2017-12-07	6.3	73	11	47	747	96	1.9	1	6.9	10.06	22	G5R2_MAIN_17JUL2017	313	1.5174	45.2177	29.7995	119.38	0.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_17JUL2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	13.1		5240	Z Hansen	G5R2_MAIN_17JUL2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-07-17	1500264000	17.07.17	0	20.3	28.8	14.6	984	78.32	1.74	1.68	130.9	285.22	407.89	26.1	23.2	2017
195	3	G5R3_MAIN_17JUL2017	17	7	2017	12:50	Sunny and partly cloudy	28.1	Tassels emerging	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_17JUL2017	6	2017-12-07	6.7	75	10	57	926	108	2.2	1.4	7.8	10.45	21.9	G5R3_MAIN_17JUL2017	305	1.5826	45.2786	28.6103	121.92	0.652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_17JUL2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	18.5		7400	Z Hansen	G5R3_MAIN_17JUL2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-07-17	1500264000	17.07.17	0	20.3	28.8	14.6	984	78.32	1.74	1.68	130.9	285.22	407.89	26.1	23.2	2017
196	4	G5R4_MAIN_17JUL2017	17	7	2017	13:28	Sunny and partly cloudy	27.5		G5R4_MAIN	BCSE	Agricultural	4	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_MAIN_17JUL2017	6	2017-12-07	6.2	72	22	74	788	137	2	0.5	7.5	9.4	22.8	G5R4_MAIN_17JUL2017	295	1.8456	45.6237	24.7203	124.46	0.869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_MAIN_17JUL2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	16.6		6640	Z Hansen	G5R4_MAIN_17JUL2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-07-17	1500264000	17.07.17	0	20.3	28.8	14.6	984	78.32	1.74	1.68	130.9	285.22	407.89	26.1	23.2	2017
197	6	G5R1_NF_17JUL2017	17	7	2017	11:14	Sunny and partly cloudy	26.4	Tassels emerging	G5R1_NF	BCSE	Agricultural	1	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_NF_17JUL2017	6	2017-12-07	6.7	75	16	52	753	101	1.9	0.3	9	12.5	21.1	G5R1_NF_17JUL2017	332	1.2639	45.0732	35.662	106.68	0.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R1_NF_17JUL2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	13		5200	Z Hansen	G5R1_NF_17JUL2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-07-17	1500264000	17.07.17	0	20.3	28.8	14.6	984	78.32	1.74	1.68	130.9	285.22	407.89	26.1	23.2	2017
198	7	G5R2_NF_17JUL2017	17	7	2017	11:49	Sunny and partly cloudy	26.7	Tassels emerging	G5R2_NF	BCSE	Agricultural	2	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_NF_17JUL2017	6	2017-12-07	6.3	73	9	51	854	111	1.8	0.2	7.9	11.18	22.4	G5R2_NF_17JUL2017	310	1.251	45.1882	36.1217	101.6	0.511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_NF_17JUL2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	12.4		4960	Z Hansen	G5R2_NF_17JUL2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-07-17	1500264000	17.07.17	0	20.3	28.8	14.6	984	78.32	1.74	1.68	130.9	285.22	407.89	26.1	23.2	2017
199	8	G5R3_NF_17JUL2017	17	7	2017	13:00	Sunny and partly cloudy	25	japanese beetles. Tassels emerging	G5R3_NF	BCSE	Agricultural	3	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_NF_17JUL2017	6	2017-12-07	6.8	74	11	64	961	112	2.1	0.8	7.9	11.91	21.8	G5R3_NF_17JUL2017	332	1.3042	44.8882	34.4182	109.22	0.678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_NF_17JUL2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	18.8		7520	Z Hansen	G5R3_NF_17JUL2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-07-17	1500264000	17.07.17	0	20.3	28.8	14.6	984	78.32	1.74	1.68	130.9	285.22	407.89	26.1	23.2	2017
200	9	G5R4_NF_17JUL2017	17	7	2017	13:38	Sunny and partly cloudy	30.5		G5R4_NF	BCSE	Agricultural	4	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_NF_17JUL2017	6	2017-12-07	6.3	73	20	81	783	122	1.9	0.7	10.9	11.2	23.7	G5R4_NF_17JUL2017	337	1.1492	44.8849	39.0575	111.76	0.547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_NF_17JUL2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	15		6000	Z Hansen	G5R4_NF_17JUL2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-07-17	1500264000	17.07.17	0	20.3	28.8	14.6	984	78.32	1.74	1.68	130.9	285.22	407.89	26.1	23.2	2017
201	1	G5R1_MAIN_07AUG2017	7	8	2017	9:44	Cool and Overcast; Rainy	17.9	Tassled 	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_07AUG2017	6	2017-12-07	6.2	73	24	79	669	114	2.3	3	23.8	9.13	18.5	G5R1_MAIN_07AUG2017	362	1.61785	45.84165	28.3626	132.08	0.807	8/8/17	t	t	f	NA	t	f	f	f	f	G5R1_MAIN_07AUG2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	21.4		8560	Z Hansen	G5R1_MAIN_07AUG2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017
202	2	G5R2_MAIN_07AUG2017	7	8	2017	10:03	Cool and Overcast; Rainy	19.1	Tassled 	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_07AUG2017	6	2017-12-07	6	72	16	88	713	122	2.8	6.4	7.6	14.03	19.2	G5R2_MAIN_07AUG2017	564	1.26215	45.3319	36.0343	157.48	0.202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_07AUG2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	21.2		8480	Z Hansen	G5R2_MAIN_07AUG2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017
203	3	G5R3_MAIN_07AUG2017	7	8	2017	10:38	Cool and Overcast; Rainy	19.7	Tassled 	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_07AUG2017	6	2017-12-07	6.5	74	20	117	924	133	2.8	12.4	13.3	13.02	19	G5R3_MAIN_07AUG2017	343	1.5381	45.29735	29.4898	152.4	0.529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_07AUG2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	20.6		8240	Z Hansen	G5R3_MAIN_07AUG2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017
204	4	G5R4_MAIN_07AUG2017	7	8	2017	10:45	Cool and Overcast; Rainy	19.7	Tassled 	G5R4_MAIN	BCSE	Agricultural	4	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_MAIN_07AUG2017	6	2017-12-07	5.8	71	37	134	673	128	3	6.1	9.5	12.92	19.7	G5R4_MAIN_07AUG2017	349	1.66615	45.6904	27.4672	139.7	0.624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_MAIN_07AUG2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	36.8		14720	Z Hansen	G5R4_MAIN_07AUG2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017
205	6	G5R1_NF_07AUG2017	7	8	2017	11:49	Sunny and warm	23	Tassled 	G5R1_NF	BCSE	Agricultural	1	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_NF_07AUG2017	6	2017-12-07	6.7	74	22	85	802	125	2.5	2.4	8.8	12.47	18.7	G5R1_NF_07AUG2017	345	1.2966	44.4849	34.3089	151.13	0.542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R1_NF_07AUG2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	29.6		11840	Z Hansen	G5R1_NF_07AUG2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017
206	7	G5R2_NF_07AUG2017	7	8	2017	12:04	Sunny and warm	24	Tassled 	G5R2_NF	BCSE	Agricultural	2	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_NF_07AUG2017	6	2017-12-07	6.1	72	16	85	775	121	2.4	1.2	11.1	12.91	19.3	G5R2_NF_07AUG2017	348	1.5003	45.1448	30.0905	109.22	0.561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_NF_07AUG2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	26		10400	Z Hansen	G5R2_NF_07AUG2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017
207	8	G5R3_NF_07AUG2017	7	8	2017	12:23	Sunny and warm	26	Tassled 	G5R3_NF	BCSE	Agricultural	3	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_NF_07AUG2017	6	2017-12-07	6.7	74	18	98	928	128	2.7	3.7	10.5	14.72	19.5	G5R3_NF_07AUG2017	365	1.2218	45.1977	36.9927	147.32	0.582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_NF_07AUG2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	20.8		8320	Z Hansen	G5R3_NF_07AUG2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017
